"SYMBOL","NAME OF COMPANY","SERIES","DATE OF LISTING","PAID UP VALUE","MARKET LOT","ISIN NUMBER","FACE VALUE","marketcap","price"
"GLFL","Gujarat Lease Financing Limited","EQ","08-FEB-1995","10","1","INE540A01017","10","3.26","1.20"
"GLOBALVECT","Global Vectra Helicorp Limited","EQ","27-OCT-2006","10","1","INE792H01019","10","63.14","45.10"
"GLOBOFFS","Global Offshore Services Limited","EQ","03-MAY-2007","10","1","INE446C01013","10","8.53","3.45"
"GLOBUSSPR","Globus Spirits Limited","EQ","23-SEP-2009","10","1","INE615I01010","10","291.02","101.05"
"GMBREW","GM Breweries Limited","EQ","23-AUG-1995","10","1","INE075D01018","10","662.83","362.65"
"GMDCLTD","Gujarat Mineral Development Corporation Limited","EQ","17-DEC-1997","2","1","INE131A01031","2","1,386","43.60"
"GMMPFAUDLR","GMM Pfaudler Limited","EQ","05-MAR-2018","2","1","INE541A01023","2","4,157","2,844"
"GMRINFRA","GMR Infrastructure Limited","EQ","21-AUG-2006","1","1","INE776C01039","1","11,106","18.40"
"GNA","GNA Axles Limited","EQ","26-SEP-2016","10","1","INE934S01014","10","374.57","174.50"
"GNFC","Gujarat Narmada Valley Fertilizers and Chemicals Limited","EQ","17-MAY-1995","10","1","INE113A01013","10","2,197","141.35"
"GOACARBON","Goa Carbon Limited","EQ","05-JUN-2007","10","1","INE426D01013","10","164.47","179.75"
"GOCLCORP","GOCL Corporation Limited","EQ","26-JUN-2014","2","1","INE077F01035","2","1,125","227.00"
"GODFRYPHLP","Godfrey Phillips India Limited","EQ","24-JUL-1996","2","1","INE260B01028","2","5,969","1,148"
"GODREJAGRO","Godrej Agrovet Limited","EQ","16-OCT-2017","10","1","INE850D01014","10","8,259","430.05"
"GODREJCP","Godrej Consumer Products Limited","EQ","20-JUN-2001","1","1","INE102D01028","1","62,096","607.40"
"GODREJIND","Godrej Industries Limited","EQ","25-FEB-2003","1","1","INE233A01035","1","12,729","378.30"
"GODREJPROP","Godrej Properties Limited","EQ","05-JAN-2010","5","1","INE484J01027","5","22,923","909.55"
"GOENKA","Goenka Diamond and Jewels Limited","BZ","16-APR-2010","1","1","INE516K01024","1","7.93","0.25"
"GOKEX","Gokaldas Exports Limited","EQ","27-APR-2005","5","1","INE887G01027","5","226.31","52.85"
"GOKUL","Gokul Refoils and Solvent Limited","EQ","04-JUN-2008","2","1","INE020J01029","2","112.77","8.55"
"GOKULAGRO","Gokul Agro Resources Limited","EQ","11-MAR-2016","2","1","INE314T01025","2","137.83","10.45"
"GOLDENTOBC","Golden Tobacco Limited","EQ","08-FEB-1995","10","1","INE973A01010","10","39.53","22.45"
"GOLDIAM","Goldiam International Limited","EQ","29-AUG-2005","10","1","INE025B01017","10","290.86","126.65"
"GOLDTECH","Goldstone Technologies Limited","EQ","11-APR-2001","10","1","INE805A01014","10","13.24","7.05"
"GOODLUCK","Goodluck India Limited","EQ","08-JAN-2015","2","1","INE127I01024","2","78.45","34.10"
"GPIL","Godawari Power And Ispat limited","EQ","25-APR-2006","10","1","INE177H01013","10","485.03","137.65"
"GPPL","Gujarat Pipavav Port Limited","EQ","09-SEP-2010","10","1","INE517F01014","10","3,556","73.55"
"GPTINFRA","GPT Infraprojects Limited","EQ","11-JUL-2016","10","1","INE390G01014","10","70.97","24.40"
"GRANULES","Granules India Limited","EQ","20-JUN-2005","1","1","INE101D01020","1","4,371","171.90"
"GRAPHITE","Graphite India Limited","EQ","07-FEB-2003","2","1","INE371A01025","2","3,699","189.30"
"GRASIM","Grasim Industries Limited","EQ","10-MAY-1995","2","1","INE047A01021","2","41,129","625.25"
"GRAVITA","Gravita India Limited","EQ","16-NOV-2010","2","1","INE024L01027","2","310.67","45.00"
"GREAVESCOT","Greaves Cotton Limited","EQ","09-SEP-2004","2","1","INE224A01026","2","2,799","121.05"
"GREENLAM","Greenlam Industries Limited","EQ","02-MAR-2015","5","1","INE544R01013","5","2,118","877.45"
"GREENPANEL","Greenpanel Industries Limited","EQ","23-OCT-2019","1","1","INE08ZM01014","1","443.30","36.15"
"GREENPLY","Greenply Industries Limited","EQ","06-MAR-1996","1","1","INE461C01038","1","1,457","118.80"
"GREENPOWER","Orient Green Power Company Limited","EQ","08-OCT-2010","10","1","INE999K01014","10","123.87","1.65"
"GRINDWELL","Grindwell Norton Limited","EQ","11-SEP-2006","5","1","INE536A01023","5","6,195","559.50"
"GROBTEA","The Grob Tea Company Limited","EQ","14-JUL-2016","10","1","INE646C01018","10","36.44","313.50"
"GRPLTD","GRP Limited","EQ","12-FEB-2015","10","1","INE137I01015","10","85.40","642.10"
"GRSE","Garden Reach Shipbuilders & Engineers Limited","EQ","10-OCT-2018","10","1","INE382Z01011","10","1,687","147.25"
"GSCLCEMENT","Gujarat Sidhee Cement Limited","EQ","15-MAY-2013","10","1","INE542A01039","10","159.55","18.25"
"GSFC","Gujarat State Fertilizers & Chemicals Limited","EQ","06-SEP-1995","2","1","INE026A01025","2","2,034","51.05"
"GSKCONS","GlaxoSmithKline Consumer Healthcare Limited","EQ","16-JUN-2003","10","1","INE264A01014","10","39,301","9,344"
"GSPL","Gujarat State Petronet Limited","EQ","16-FEB-2006","10","1","INE246F01010","10","12,365","219.20"
"GSS","GSS Infotech Limited","EQ","07-MAR-2008","10","1","INE871H01011","10","45.64","26.95"
"GTL","GTL Limited","EQ","29-MAR-1995","10","1","INE043A01012","10","22.02","1.40"
"GTLINFRA","GTL Infrastructure Limited","EQ","09-NOV-2006","10","1","INE221H01019","10","369.57","0.30"
"GTNIND","GTN Industries Limited","EQ","02-AUG-1995","10","1","INE537A01013","10","10.17","5.80"
"GTNTEX","GTN Textiles Limited","EQ","18-MAY-2006","10","1","INE302H01017","10","7.57","6.50"
"GTPL","GTPL Hathway Limited","EQ","04-JUL-2017","10","1","INE869I01013","10","614.61","54.65"
"GUFICBIO","Gufic Biosciences Limited","EQ","19-OCT-2004","1","1","INE742B01025","1","442.46","56.85"
"GUJALKALI","Gujarat Alkalies and Chemicals Limited","EQ","07-AUG-1997","10","1","INE186A01019","10","2,088","284.30"
"GUJAPOLLO","Gujarat Apollo Industries Limited","EQ","04-JUN-2007","10","1","INE826C01016","10","132.51","104.65"
"GUJGASLTD","Gujarat Gas Limited","EQ","15-SEP-2015","2","1","INE844O01030","2","19,031","276.45"
"GUJRAFFIA","Gujarat Raffia Industries Limited","BE","09-OCT-1996","10","1","INE610B01024","10","4.70","8.70"
"GULFOILLUB","Gulf Oil Lubricants India Limited","EQ","31-JUL-2014","2","1","INE635Q01029","2","3,366","671.85"
"GULFPETRO","GP Petroleums Limited","EQ","24-SEP-2004","5","1","INE586G01017","5","176.14","34.55"
"GULPOLY","Gulshan Polyols Limited","EQ","28-JAN-2015","1","1","INE255D01024","1","166.09","35.40"
"GVKPIL","GVK Power & Infrastructure Limited","EQ","27-FEB-2006","1","1","INE251H01024","1","473.76","3.00"
"HAL","Hindustan Aeronautics Limited","EQ","28-MAR-2018","10","1","INE066F01012","10","19,694","588.95"
"HARITASEAT","Harita Seating Systems Limited","EQ","06-APR-2009","10","1","INE939D01015","10","345.80","445.05"
"HARRMALAYA","Harrisons  Malayalam Limited","EQ","08-FEB-1995","10","1","INE544A01019","10","110.76","60.00"
"HATHWAY","Hathway Cable & Datacom Limited","EQ","25-FEB-2010","2","1","INE982F01036","2","3,062","17.30"
"HATSUN","Hatsun Agro Product Limited","EQ","20-JUN-2014","1","1","INE473B01035","1","10,764","665.75"
"HAVELLS","Havells India Limited","EQ","21-MAR-2001","1","1","INE176B01034","1","38,374","613.20"
"HAVISHA","Sri Havisha Hospitality and Infrastructure Limited","BE","16-FEB-2000","2","1","INE293B01029","2","7.68","0.50"
"HBLPOWER","HBL Power Systems Limited","EQ","04-JAN-2007","1","1","INE292B01021","1","432.42","15.60"
"HBSL","HB Stockholdings Limited","EQ","23-JUL-2018","10","1","INE550B01022","10","4.46","6.25"
"HCC","Hindustan Construction Company Limited","EQ","01-APR-2003","1","1","INE549A01026","1","1,052","6.95"
"HCG","Healthcare Global Enterprises Limited","EQ","30-MAR-2016","10","1","INE075I01017","10","941.89","106.20"
"HCL-INSYS","HCL Infosystems Limited","EQ","01-JAN-1997","2","1","INE236A01020","2","134.98","4.10"
"HCLTECH","HCL Technologies Limited","EQ","06-JAN-2000","2","1","INE860A01027","2","145,670","536.80"
"HDFC","Housing Development Finance Corporation Limited","EQ","23-OCT-1996","2","1","INE001A01036","2","352,525","2,036"
"HDFCAMC","HDFC Asset Management Company Limited","EQ","06-AUG-2018","5","1","INE127D01025","5","62,167","2,922"
"HDFCBANK","HDFC Bank Limited","EQ","08-NOV-1995","1","1","INE040A01034","1","610,571","1,114"
"HDFCLIFE","HDFC Life Insurance Company Limited","EQ","17-NOV-2017","10","1","INE795G01014","10","103,668","513.55"
"HDIL","Housing Development and Infrastructure Limited","BZ","24-JUL-2007","10","1","INE191I01012","10","87.69","1.85"
"HEG","HEG Limited","EQ","10-MAY-1995","10","1","INE545A01016","10","3,284","850.90"
"HEIDELBERG","HeidelbergCement India Limited","EQ","15-MAR-1995","10","1","INE578A01017","10","3,906","172.35"
"HERCULES","Hercules Hoists Limited","EQ","19-FEB-2008","1","1","INE688E01024","1","223.68","69.90"
"HERITGFOOD","Heritage Foods Limited","EQ","27-NOV-1996","5","1","INE978A01027","5","1,438","310.00"
"HEROMOTOCO","Hero MotoCorp Limited","EQ","11-APR-2003","2","1","INE158A01026","2","40,668","2,036"
"HESTERBIO","Hester Biosciences Limited","EQ","13-MAR-2015","10","1","INE782E01017","10","1,134","1,333"
"HEXATRADEX","Hexa Tradex Limited","BE","20-APR-2012","2","1","INE750M01017","2","47.79","8.65"
"HEXAWARE","Hexaware Technologies Limited","EQ","14-JUN-2002","2","1","INE093A01033","2","10,070","337.50"
"HFCL","HFCL Limited","EQ","09-MAR-2011","1","1","INE548A01028","1","1,458","11.35"
"HGINFRA","H.G. Infra Engineering Limited","EQ","09-MAR-2018","10","1","INE926X01010","10","1,379","211.55"
"HGS","Hinduja Global Solutions Limited","EQ","19-JUN-2007","10","1","INE170I01016","10","1,545","740.45"
"HIKAL","Hikal Limited","EQ","14-FEB-2001","2","1","INE475B01022","2","1,230","99.75"
"HIL","HIL Limited","EQ","26-APR-1995","10","1","INE557A01011","10","694.88","929.20"
"HILTON","Hilton Metal Forging Limited","EQ","24-MAY-2007","10","1","INE788H01017","10","9.46","7.60"
"HIMATSEIDE","Himatsingka Seide Limited","EQ","08-FEB-1995","5","1","INE049A01027","5","872.85","88.65"
"HINDALCO","Hindalco Industries Limited","EQ","08-JAN-1997","1","1","INE038A01020","1","30,951","137.80"
"HINDCOMPOS","Hindustan Composites Limited","EQ","08-MAY-1996","5","1","INE310C01029","5","221.90","150.25"
"HINDCOPPER","Hindustan Copper Limited","EQ","15-SEP-2010","5","1","INE531E01026","5","2,591","28.00"
"HINDMOTORS","Hindustan Motors Limited","EQ","21-FEB-2011","5","1","INE253A01025","5","91.81","4.40"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","EQ","15-APR-2009","2","1","INE952A01022","2","301.35","33.65"
"HINDOILEXP","Hindustan Oil Exploration Company Limited","EQ","23-SEP-2003","10","1","INE345A01011","10","682.38","51.60"
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ","17-JUN-1998","10","1","INE094A01015","10","32,160","211.05"
"HINDUNILVR","Hindustan Unilever Limited","EQ","06-JUL-1995","1","1","INE030A01027","1","466,519","2,155"
"HINDZINC","Hindustan Zinc Limited","EQ","21-NOV-2006","2","1","INE267A01025","2","67,605","160.00"
"HIRECT","Hind Rectifiers Limited","EQ","26-DEC-2006","2","1","INE835D01023","2","252.93","152.70"
"HISARMETAL","Hisar Metal Industries Limited","EQ","05-JAN-2017","10","1","INE598C01011","10","26.14","48.40"
"HITECH","Hi-Tech Pipes Limited","EQ","07-MAY-2018","10","1","INE106T01017","10","120.87","112.95"
"HITECHCORP","Hitech Corporation Limited","EQ","20-DEC-2007","10","1","INE120D01012","10","118.51","69.00"
"HITECHGEAR","The Hi-Tech Gears Limited","EQ","21-JAN-2002","10","1","INE127B01011","10","244.67","130.35"
"HLVLTD","HLV LIMITED","EQ","19-JUL-1995","2","1","INE102A01024","2","223.85","3.55"
"HMT","HMT Limited","BZ","29-AUG-2003","10","1","INE262A01018","10","318.26","8.95"
"HMVL","Hindustan Media Ventures Limited","EQ","21-JUL-2010","10","1","INE871K01015","10","383.09","52.00"
"HNDFDS","Hindustan Foods Limited","EQ","19-AUG-2019","10","1","INE254N01018","10","1,154","544.45"
"HONAUT","Honeywell Automation India Limited","EQ","18-JUL-2003","10","1","INE671A01010","10","29,821","33,734"
"HONDAPOWER","Honda Siel Power Products Limited","EQ","01-APR-2003","10","1","INE634A01018","10","1,030","1,016"
"HOTELRUGBY","Hotel Rugby Limited","EQ","03-APR-1996","10","1","INE275F01019","10","1.07","0.75"
"HOVS","HOV Services Limited","EQ","27-SEP-2006","10","1","INE596H01014","10","36.32","28.85"
"HPL","HPL Electric & Power Limited","EQ","04-OCT-2016","10","1","INE495S01016","10","167.50","26.05"
"HSCL","Himadri Speciality Chemical Limited","EQ","02-MAR-2007","1","1","INE019C01026","1","1,702","40.65"
"HSIL","HSIL Limited","EQ","31-MAY-2000","2","1","INE415A01038","2","374.86","51.85"
"HTMEDIA","HT Media Limited","EQ","01-SEP-2005","2","1","INE501G01024","2","282.79","12.15"
"HUBTOWN","Hubtown Limited","EQ","07-FEB-2007","10","1","INE703H01016","10","66.56","9.15"
"HUDCO","Housing & Urban Development Corporation Limited","EQ","19-MAY-2017","10","1","INE031A01017","10","5,235","26.15"
"IBREALEST","Indiabulls Real Estate Limited","EQ","23-MAR-2007","2","1","INE069I01010","2","2,855","62.80"
"IBULHSGFIN","Indiabulls Housing Finance Limited","EQ","23-JUL-2013","2","1","INE148I01020","2","8,361","195.55"
"IBULISL","Indiabulls Integrated Services Limited","EQ","18-AUG-2011","2","1","INE126M01010","2","777.58","87.05"
"IBVENTURES","Indiabulls Ventures Limited","EQ","02-APR-2008","2","1","INE274G01010","2","9,245","198.60"
"ICICIBANK","ICICI Bank Limited","EQ","17-SEP-1997","2","1","INE090A01021","2","301,373","465.65"
"ICICIGI","ICICI Lombard General Insurance Company Limited","EQ","27-SEP-2017","10","1","INE765G01017","10","54,082","1,190"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","EQ","29-SEP-2016","10","1","INE726G01019","10","58,117","404.75"
"ICIL","Indo Count Industries Limited","EQ","12-SEP-2005","2","1","INE483B01026","2","787.62","39.90"
"ICRA","ICRA Limited","EQ","13-APR-2007","10","1","INE725G01011","10","2,552","2,644"
"IDBI","IDBI Bank Limited","EQ","20-SEP-1995","10","1","INE008A01015","10","26,678","25.70"
"IDEA","Vodafone Idea Limited","EQ","09-MAR-2007","10","1","INE669E01016","10","12,500","4.35"
"IDFC","IDFC Limited","EQ","12-AUG-2005","10","1","INE043D01016","10","4,605","28.85"
"IDFCFIRSTB","IDFC First Bank Limited","EQ","06-NOV-2015","10","1","INE092T01019","10","16,017","33.30"
"IEX","Indian Energy Exchange Limited","EQ","23-OCT-2017","1","1","INE022Q01020","1","5,092","170.00"
"IFBAGRO","IFB Agro Industries Limited","EQ","03-APR-1996","10","1","INE076C01018","10","220.24","235.05"
"IFBIND","IFB Industries Limited","EQ","29-MAR-1995","10","1","INE559A01017","10","1,607","396.65"
"IFCI","IFCI Limited","EQ","26-APR-1995","10","1","INE039A01010","10","814.08","4.80"
"IFGLEXPOR","IFGL Refractories Limited","EQ","14-NOV-2017","10","1","INE133Y01011","10","490.50","136.10"
"IGARASHI","Igarashi Motors India Limited","EQ","09-OCT-2003","10","1","INE188B01013","10","872.02","277.05"
"IGL","Indraprastha Gas Limited","EQ","26-DEC-2003","2","1","INE203G01027","2","29,176","416.80"
"IGPL","IG Petrochemicals Limited","EQ","29-JAN-2007","10","1","INE204A01010","10","408.80","132.75"
"IIFL","IIFL Finance Limited","EQ","17-MAY-2005","2","1","INE530B01024","2","4,542","142.10"
"IIFLSEC","IIFL Securities Limited","EQ","20-SEP-2019","2","1","INE489L01022","2","1,350","42.25"
"IIFLWAM","Iifl Wealth Management Limited","EQ","19-SEP-2019","2","1","INE466L01020","2","12,192","1,399"
"IITL","Industrial Investment Trust Limited","BE","17-AUG-2010","10","1","INE886A01014","10","160.31","71.10"
"IL&FSENGG","IL&FS Engineering and Construction Company Limited","BZ","25-OCT-2007","10","1","INE369I01014","10","22.29","1.70"
"IL&FSTRANS","IL&FS Transportation Networks Limited","BZ","30-MAR-2010","10","1","INE975G01012","10","41.12","1.25"
"IMFA","Indian Metals & Ferro Alloys Limited","EQ","23-JUL-2010","10","1","INE919H01018","10","452.67","167.80"
"IMPAL","India Motor Parts and Accessories Limited","EQ","07-OCT-2005","10","1","INE547E01014","10","653.64","523.75"
"IMPEXFERRO","Impex Ferro Tech Limited","EQ","03-FEB-2005","10","1","INE691G01015","10","2.64","0.30"
"INDBANK","Indbank Merchant Banking Services Limited","EQ","08-OCT-2008","10","1","INE841B01017","10","26.41","5.95"
"INDHOTEL","The Indian Hotels Company Limited","EQ","03-JUL-1996","1","1","INE053A01029","1","13,569","114.10"
"INDIACEM","The India Cements Limited","EQ","31-MAY-2000","10","1","INE383A01012","10","2,736","88.30"
"INDIAGLYCO","India Glycols Limited","EQ","01-JUL-2005","10","1","INE560A01015","10","878.64","283.80"
"INDIAMART","Indiamart Intermesh Limited","EQ","04-JUL-2019","10","1","INE933S01016","10","7,253","2,508"
"INDIANB","Indian Bank","EQ","01-MAR-2007","10","1","INE562A01011","10","3,823","62.80"
"INDIANCARD","Indian Card Clothing Company Limited","EQ","08-JAN-1997","10","1","INE061A01014","10","44.14","97.00"
"INDIANHUME","Indian Hume Pipe Company Limited","EQ","30-AUG-1995","2","1","INE323C01030","2","819.97","169.25"
"INDIGO","InterGlobe Aviation Limited","EQ","10-NOV-2015","10","1","INE646L01027","10","44,646","1,160"
"INDLMETER","IMP Powers Limited","EQ","10-JAN-1996","10","1","INE065B01013","10","10.84","12.55"
"INDNIPPON","India Nippon Electricals Limited","EQ","07-MAY-1997","5","1","INE092B01025","5","623.79","275.75"
"INDOCO","Indoco Remedies Limited","EQ","14-JAN-2005","2","1","INE873D01024","2","1,999","216.95"
"INDORAMA","Indo Rama Synthetics (India) Limited","EQ","20-JUN-2003","10","1","INE156A01020","10","479.14","18.35"
"INDOSOLAR","Indosolar Limited","BZ","29-SEP-2010","10","1","INE866K01015","10","24.18","0.65"
"INDOSTAR","IndoStar Capital Finance Limited","EQ","21-MAY-2018","10","1","INE896L01010","10","2,588","280.20"
"INDOTECH","Indo Tech Transformers Limited","EQ","16-MAR-2006","10","1","INE332H01014","10","100.84","94.95"
"INDOTHAI","Indo Thai Securities Limited","EQ","02-NOV-2011","10","1","INE337M01013","10","17.65","17.65"
"INDOWIND","Indowind Energy Limited","EQ","14-SEP-2007","10","1","INE227G01018","10","18.85","2.10"
"INDRAMEDCO","Indraprastha Medical Corporation Limited","EQ","17-APR-1997","10","1","INE681B01017","10","341.93","37.30"
"INDSWFTLAB","Ind-Swift Laboratories Limited","EQ","02-JUL-1997","10","1","INE915B01019","10","100.74","17.05"
"INDSWFTLTD","Ind-Swift Limited","EQ","18-OCT-2004","2","1","INE788B01028","2","11.92","2.20"
"INDTERRAIN","Indian Terrain Fashions Limited","EQ","11-MAR-2011","2","1","INE611L01021","2","168.08","44.30"
"INDUSINDBK","IndusInd Bank Limited","EQ","28-JAN-1998","10","1","INE095A01012","10","59,196","853.55"
"INEOSSTYRO","INEOS Styrolution India Limited","EQ","29-MAR-1995","10","1","INE189B01011","10","1,154","656.20"
"INFIBEAM","Infibeam Avenues Limited","EQ","04-APR-2016","1","1","INE483S01020","1","3,084","46.40"
"INFOBEAN","InfoBeans Technologies Limited","BE","15-JUL-2019","10","1","INE344S01016","10","197.53","82.25"
"INFOMEDIA","Infomedia Press Limited","EQ","12-OCT-2006","10","1","INE669A01022","10","6.93","1.38"
"INFRATEL","Bharti Infratel Limited","EQ","28-DEC-2012","10","1","INE121J01017","10","41,570","224.75"
"INFY","Infosys Limited","EQ","08-FEB-1995","5","1","INE009A01021","5","292,160","686.00"
"INGERRAND","Ingersoll Rand (India) Limited","EQ","15-APR-1999","10","1","INE177A01018","10","1,994","631.50"
"INOXLEISUR","INOX Leisure Limited","EQ","23-FEB-2006","10","1","INE312H01016","10","3,704","360.10"
